FECHA,Tipo de Cambio,Superior,Regular,Diesel,Bunker,Glp Cilindro 25Lbs.,
12-feb-23,7.83792,34.94,33.49,35.29,15.63,135,5.4
13-feb-23,7.83567,34.23,32.74,33.54,16.39,135,5.4
14-feb-23,7.83256,34.23,32.74,33.54,16.39,135,5.4
15-feb-23,7.8313,34.23,32.74,33.54,16.39,135,5.4
16-feb-23,7.82864,34.23,32.74,33.54,16.39,135,5.4
17-feb-23,7.82638,34.23,32.74,33.54,16.39,135,5.4
18-feb-23,7.82638,34.23,32.74,33.54,16.39,135,5.4
19-feb-23,7.82638,34.23,32.74,33.54,16.39,135,5.4
20-feb-23,7.81821,33.74,32.24,32.14,15.93,135,5.4
21-feb-23,7.82129,33.74,32.24,32.14,15.93,135,5.4
22-feb-23,7.81596,33.74,32.24,32.14,15.93,135,5.4
23-feb-23,7.81696,33.74,32.24,32.14,15.93,135,5.4
24-feb-23,7.8179,33.74,32.24,32.14,15.93,135,5.4
25-feb-23,7.8179,33.74,32.24,32.14,15.93,135,5.4
26-feb-23,7.8179,33.74,32.24,32.14,15.93,135,5.4
27-feb-23,7.81549,33.33,31.84,31.11,15.58,135,5.4
28-feb-23,7.81493,33.33,31.84,31.11,15.58,135,5.4
1-mar-23,7.81525,33.33,31.84,31.11,15.58,135,5.4
2-mar-23,7.81859,33.33,31.84,31.11,15.58,135,5.4
3-mar-23,7.81359,33.33,31.84,31.11,15.58,135,5.4
4-mar-23,7.81359,33.33,31.84,31.11,15.58,135,5.4
5-mar-23,7.81359,33.33,31.84,31.11,15.58,135,5.4
6-mar-23,7.81199,33.3,31.8,31,16.58,135,5.4
7-mar-23,7.80397,33.3,31.8,31,16.58,135,5.4
8-mar-23,7.80973,33.3,31.8,31,16.58,135,5.4
9-mar-23,7.80754,33.3,31.8,31,16.58,135,5.4
10-mar-23,7.80715,33.3,31.8,31,16.58,135,5.4
11-mar-23,7.80715,33.3,31.8,31,16.58,135,5.4
12-mar-23,7.80715,33.3,31.8,31,16.58,135,5.4
13-mar-23,7.79947,33.77,32.18,31.01,16.82,135,5.4
14-mar-23,7.79731,33.77,32.18,31.01,16.82,135,5.4
15-mar-23,7.79834,33.77,32.18,31.01,16.82,135,5.4
16-mar-23,7.80412,33.77,32.18,31.01,16.82,115,4.6
17-mar-23,7.80243,33.77,32.18,31.01,16.82,115,4.6
18-mar-23,7.80243,33.77,32.18,31.01,16.82,115,4.6
19-mar-23,7.80243,33.77,32.18,31.01,16.82,115,4.6
20-mar-23,7.79631,33.04,31.45,30.63,15.82,115,4.6
21-mar-23,7.79352,33.04,31.45,30.63,15.82,115,4.6
22-mar-23,7.80256,33.04,31.45,30.63,15.82,115,4.6
23-mar-23,7.80387,33.04,31.45,30.63,15.82,115,4.6
24-mar-23,7.80518,33.04,31.45,30.63,15.82,115,4.6
25-mar-23,7.80518,33.04,31.45,30.63,15.82,115,4.6
26-mar-23,7.80518,33.04,31.45,30.63,15.82,115,4.6
27-mar-23,7.79869,33.49,31.88,30.01,16.12,115,4.6
28-mar-23,7.79912,33.49,31.88,30.01,16.12,115,4.6
29-mar-23,7.80317,33.49,31.88,30.01,16.12,115,4.6
30-mar-23,7.80234,33.49,31.88,30.01,16.12,115,4.6
31-mar-23,7.80335,33.49,31.88,30.01,16.12,115,4.6
1-abr-23,7.80335,33.49,31.88,30.01,16.12,115,4.6
2-abr-23,7.80335,33.49,31.88,30.01,16.12,115,4.6
3-abr-23,7.79691,34.46,32.86,30.02,17.62,115,4.6
4-abr-23,7.79431,34.46,32.86,30.02,17.62,115,4.6
5-abr-23,7.79329,34.46,32.86,30.02,17.62,115,4.6
6-abr-23,7.79329,34.46,32.86,30.02,17.62,115,4.6
7-abr-23,7.79329,34.46,32.86,30.02,17.62,115,4.6
8-abr-23,7.79329,34.46,32.86,30.02,17.62,115,4.6
9-abr-23,7.79329,34.46,32.86,30.02,17.62,115,4.6
10-abr-23,7.79921,34.99,33.4,30,18.82,115,4.6
11-abr-23,7.79501,34.99,33.4,30,18.82,115,4.6
12-abr-23,7.79866,34.99,33.4,30,18.82,115,4.6
13-abr-23,7.79625,34.99,33.4,30,18.82,115,4.6
14-abr-23,7.80261,34.99,33.4,30,18.82,115,4.6
15-abr-23,7.80261,34.99,33.4,30,18.82,115,4.6
16-abr-23,7.80261,34.99,33.4,30,18.82,115,4.6
17-abr-23,7.8006,35.98,34.36,29.78,19.12,115,4.6
18-abr-23,7.7967,35.98,34.36,29.78,19.12,115,4.6
19-abr-23,7.79898,35.98,34.36,29.78,19.12,115,4.6
20-abr-23,7.79925,35.98,34.36,29.78,19.12,115,4.6
21-abr-23,7.79964,35.98,34.36,29.78,19.12,115,4.6
22-abr-23,7.79964,35.98,34.36,29.78,19.12,115,4.6
23-abr-23,7.79964,35.98,34.36,29.78,19.12,115,4.6
24-abr-23,7.79702,35.91,34.31,29.32,18.67,115,4.6
25-abr-23,7.79572,35.91,34.31,29.32,18.67,115,4.6
26-abr-23,7.80198,35.91,34.31,29.32,18.67,115,4.6
27-abr-23,7.80424,35.91,34.31,29.32,18.67,115,4.6
28-abr-23,7.80826,35.91,34.31,29.32,18.67,115,4.6
29-abr-23,7.80826,35.91,34.31,29.32,18.67,115,4.6
30-abr-23,7.80826,35.91,34.31,29.32,18.67,115,4.6
1-may-23,7.80826,35.91,34.31,29.32,18.67,115,4.6
2-may-23,7.80055,35.08,33.46,28.43,17.67,115,4.6
3-may-23,7.80673,35.08,33.46,28.43,17.67,115,4.6
4-may-23,7.80938,35.08,33.46,28.43,17.67,115,4.6
5-may-23,7.80739,35.08,33.46,28.43,17.67,115,4.6
6-may-23,7.80739,35.08,33.46,28.43,17.67,115,4.6
7-may-23,7.80739,35.08,33.46,28.43,17.67,115,4.6
8-may-23,7.8028,34.31,32.8,27.68,16.47,115,4.6
9-may-23,7.80568,34.31,32.8,27.68,16.47,115,4.6
10-may-23,7.80601,34.31,32.8,27.68,16.47,115,4.6
11-may-23,7.80379,34.31,32.8,27.68,16.47,115,4.6
12-may-23,7.80649,34.31,32.8,27.68,16.47,115,4.6
13-may-23,7.80649,34.31,32.8,27.68,16.47,115,4.6
14-may-23,7.80649,34.31,32.8,27.68,16.47,115,4.6
15-may-23,7.80223,33.49,31.98,27.02,16.97,115,4.6
16-may-23,7.80323,33.49,31.98,27.02,16.97,115,4.6
17-may-23,7.80156,33.49,31.98,27.02,16.97,115,4.6
18-may-23,7.80495,33.49,31.98,27.02,16.97,115,4.6
19-may-23,7.80399,33.49,31.98,27.02,16.97,115,4.6
20-may-23,7.80399,33.49,31.98,27.02,16.97,115,4.6
21-may-23,7.80399,33.49,31.98,27.02,16.97,115,4.6
22-may-23,7.80453,33.35,31.97,27.01,17.17,115,4.6
23-may-23,7.80354,33.35,31.97,27.01,17.17,115,4.6
24-may-23,7.80974,33.35,31.97,27.01,17.17,115,4.6
25-may-23,7.81685,33.35,31.97,27.01,17.17,115,4.6
26-may-23,7.82145,33.35,31.97,27.01,17.17,115,4.6
27-may-23,7.82145,33.35,31.97,27.01,17.17,115,4.6
28-may-23,7.82145,33.35,31.97,27.01,17.17,115,4.6
29-may-23,7.82029,33.3,31.99,27,16.67,115,4.6
30-may-23,7.82886,33.3,31.99,27,16.67,115,4.6
31-may-23,7.83014,33.3,31.99,27,16.67,115,4.6
1-jun-23,7.8366,33.3,31.99,27,16.67,115,4.6
2-jun-23,7.83809,33.3,31.99,27,16.67,115,4.6
3-jun-23,7.83809,33.3,31.99,27,16.67,115,4.6
4-jun-23,7.83809,33.3,31.99,27,16.67,115,4.6
5-jun-23,7.82959,33.3,31.97,26.56,16.67,115,4.6
6-jun-23,7.82919,33.3,31.97,26.56,16.67,115,4.6
7-jun-23,7.83743,33.3,31.97,26.56,16.67,115,4.6
8-jun-23,7.83755,33.3,31.97,26.56,16.67,115,4.6
9-jun-23,7.83852,33.3,31.97,26.56,16.67,115,4.6
10-jun-23,7.83852,33.3,31.97,26.56,16.67,115,4.6
11-jun-23,7.83852,33.3,31.97,26.56,16.67,115,4.6
12-jun-23,7.83317,33.1,31.78,26.3,17.52,115,4.6
13-jun-23,7.83321,33.1,31.78,26.3,17.52,115,4.6
14-jun-23,7.83379,33.1,31.78,26.3,17.52,115,4.6
15-jun-23,7.83909,33.1,31.78,26.3,17.52,115,4.6
16-jun-23,7.83924,33.1,31.78,26.3,17.52,135,5.4
17-jun-23,7.83924,33.1,31.78,26.3,17.52,135,5.4
18-jun-23,7.83924,33.1,31.78,26.3,17.52,135,5.4
19-jun-23,7.83373,33.08,31.79,26.25,18.82,135,5.4
20-jun-23,7.84215,33.08,31.79,26.25,18.82,135,5.4
21-jun-23,7.8377,33.08,31.79,26.25,18.82,135,5.4
22-jun-23,7.83963,33.08,31.79,26.25,18.82,135,5.4
23-jun-23,7.84308,33.08,31.79,26.25,18.82,135,5.4
24-jun-23,7.84308,33.08,31.79,26.25,18.82,135,5.4
25-jun-23,7.84308,33.08,31.79,26.25,18.82,135,5.4
26-jun-23,7.83445,33.08,31.79,26.25,18.82,135,5.4
27-jun-23,7.84069,34.16,32.66,27,18.82,135,5.4
28-jun-23,7.84326,34.16,32.66,27,18.82,135,5.4
29-jun-23,7.84576,34.16,32.66,27,18.82,135,5.4
30-jun-23,7.84576,34.16,32.66,27,18.82,135,5.4
1-jul-23,7.84576,34.16,32.66,27,18.82,135,5.4
2-jul-23,7.84576,34.16,32.66,27,18.82,135,5.4
3-jul-23,7.84576,34.16,32.66,27,18.82,135,5.4
4-jul-23,7.84107,33.52,32.01,26.97,19.7,135,5.4
5-jul-23,7.84545,33.52,32.01,26.97,19.7,135,5.4
6-jul-23,7.84564,33.52,32.01,26.97,19.7,135,5.4
7-jul-23,7.84717,33.52,32.01,26.97,19.7,135,5.4
8-jul-23,7.84717,33.52,32.01,26.97,19.7,135,5.4
9-jul-23,7.84717,33.52,32.01,26.97,19.7,135,5.4
10-jul-23,7.84097,33.51,32.01,26.96,19.45,135,5.4
11-jul-23,7.84161,33.51,32.01,26.96,19.45,135,5.4
12-jul-23,7.8457,33.51,32.01,26.96,19.45,135,5.4
13-jul-23,7.84314,33.51,32.01,26.96,19.45,135,5.4
14-jul-23,7.84812,33.51,32.01,26.96,19.45,135,5.4
15-jul-23,7.84812,33.51,32.01,26.96,19.45,135,5.4
16-jul-23,7.84812,33.51,32.01,26.96,19.45,135,5.4
17-jul-23,7.84281,33.78,32.28,27.47,19.2,135,5.4
18-jul-23,7.84349,33.78,32.28,27.47,19.2,135,5.4
19-jul-23,7.84612,33.78,32.28,27.47,19.2,135,5.4
20-jul-23,7.84814,33.78,32.28,27.47,19.2,135,5.4
21-jul-23,7.84913,33.78,32.28,27.47,19.2,135,5.4
22-jul-23,7.84913,33.78,32.28,27.47,19.2,135,5.4
23-jul-23,7.84913,33.78,32.28,27.47,19.2,135,5.4
24-jul-23,7.84918,34.78,33.28,28.47,19.44,135,5.4
25-jul-23,7.84857,34.78,33.28,28.47,19.44,135,5.4
26-jul-23,7.85244,34.78,33.28,28.47,19.44,135,5.4
27-jul-23,7.86393,34.78,33.28,28.47,19.44,135,5.4
28-jul-23,7.86955,34.78,33.28,28.47,19.44,135,5.4
29-jul-23,7.86955,34.78,33.28,28.47,19.44,135,5.4
30-jul-23,7.86955,34.78,33.28,28.47,19.44,135,5.4
31-jul-23,7.86893,36.29,34.77,29.68,20.54,135,5.4
1-ago-23,7.86466,36.29,34.77,29.68,20.54,135,5.4
2-ago-23,7.86984,36.29,34.77,29.68,20.54,135,5.4
3-ago-23,,36.29,34.77,29.68,20.54,135,5.4
4-ago-23,,36.29,34.77,29.68,20.54,135,5.4
5-ago-23,,36.29,34.77,29.68,20.54,135,5.4
6-ago-23,,36.29,34.77,29.68,20.54,135,5.4
